Food_Name,PC1,PC2,cluster
"Cheese, Muenster",1.239466934016879,2.270388394345461,4
"Cheese, Muenster, reduced fat",0.7971479024376033,1.5902441863082133,0
"Cheese, Parmesan, dry grated",2.031382491842657,2.4730050863833792,4
"Cheese, Parmesan, dry grated, reduced fat",2.1494943312299872,2.1437179698396207,4
"Cheese, Parmesan, hard",2.031382491842657,2.4730050863833792,4
"Cheese, Parmesan, dry grated, fat free",2.1438801331498616,1.8099305790097149,4
"Cheese, Port du Salut",1.3818095423981809,1.8355857758260148,4
"Cheese, Provolone",1.1284833924573372,1.9826042819732963,4
"Cheese, provolone, reduced fat",1.0818795034846143,1.756541646743882,4
"Cheese, Swiss",1.6809069804749472,3.0515913811623525,4
"Cheese, Swiss, reduced sodium",1.5801832900252708,2.5900931143217236,4
"Cheese, Swiss, reduced fat",1.2886171679150094,1.864082996420809,4
"Cheese, Swiss, nonfat or fat free",1.5059286639976996,1.7763699377053148,4
